"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"5441","Cubic Ninja","3DS","2011","Platform","Ubisoft",0.05,0.04,0,0.01,0.1,51,15,590,14,"AQ Interactive","E"
"5442","F1 2014","PC","2014","Racing","Codemasters",0,0.09,0,0.01,0.1,61,20,480,65,"Codemasters Birmingham","E"
"5443","Harvest Moon: Frantic Farming","DS","2009","Puzzle","Rising Star Games",0.08,0,0,0.01,0.1,72,7,680,6,"Natsume","E"
"5444","Blue Dragon: Awakened Shadow","DS","2009","Role-Playing","Namco Bandai Games",0.06,0,0.03,0,0.1,63,27,660,10,"Tri-Crescendo","E10+"
"5445","Shining Force EXA","PS2","2007","Role-Playing","Sega",0,0,0.1,0,0.1,64,24,730,17,"Neverland","E10+"
"5446","Digimon World DS","DS","2006","Role-Playing","Namco Bandai Games",0.09,0,0,0.01,0.1,71,8,760,27,"Bec","E10+"
"5447","MySims SkyHeroes","X360","2010","Action","Electronic Arts",0.09,0,0,0.01,0.1,56,15,550,4,"Behaviour Interactive","E10+"
"5448","Guilty Gear Isuka","PS2","2004","Fighting","505 Games",0.05,0.04,0,0.01,0.1,73,39,750,13,"Arc System Works","T"
"5449","Tornado Outbreak","Wii","2009","Action","Konami Digital Entertainment",0.09,0,0,0.01,0.1,71,7,820,5,"Loose Cannon Studios","E10+"
"5450","Shovel Knight","WiiU","2015","Platform","Yacht Club Games",0.05,0.04,0,0.01,0.1,88,24,830,280,"Yacht Club Games","E"
"5451","Operation Abyss: New Tokyo Legacy","PSV","2014","Role-Playing","Nippon Ichi Software",0.02,0,0.06,0.01,0.1,66,25,730,24,"Experience Inc.","M"
"5452","MotoGP 2","XB","2003","Racing","THQ",0.07,0.02,0,0,0.1,87,23,850,14,"Climax Group","E"
"5453","Heatseeker","Wii","2007","Action","Codemasters",0.08,0,0,0.01,0.1,62,25,620,32,"IR Gurus","T"
"5454","Ar tonelico: Melody of Elemia","PS2","2006","Role-Playing","505 Games",0,0,0.1,0,0.1,71,30,770,43,"Gust","T"
"5455","Castlevania Double Pack","GBA","2006","Platform","Konami Digital Entertainment",0.07,0.03,0,0,0.1,86,4,840,12,"KCET","T"
"5456","Samurai Warriors 4: Empires","PS4","2015","Action","Tecmo Koei",0.02,0.01,0.06,0.01,0.1,71,29,650,15,"Omega Force","T"
"5457","Steel Battalion","XB","2002","Simulation","Microsoft Game Studios",0.05,0.02,0.02,0,0.1,83,20,850,20,"Capcom","T"
"5458","Power Stone Collection","PSP","2006","Action","Capcom",0.08,0,0,0.01,0.1,74,34,680,6,"Capcom","T"
"5459","Cartoon Network: Punch Time Explosion","3DS","2011","Fighting","Deep Silver",0.07,0.02,0,0.01,0.1,58,16,590,28,"Papaya Studios","E10+"
"5460","Blast Works: Build, Trade, Destroy","Wii","2008","Shooter","Eidos Interactive",0.09,0,0,0.01,0.1,78,30,770,17,"BudCat","E"
"5461","SNK vs. Capcom Card Fighters DS","DS","2006","Strategy","Ignition Entertainment",0.09,0,0,0.01,0.1,48,19,480,6,"SNK Playmore","T"
"5462","Medieval II: Total War","PC","2006","Strategy","Sega",0,0.08,0,0.02,0.1,88,39,890,648,"Creative Assembly","T"
"5463","Darkest of Days","X360","2009","Shooter","Phantom EFX",0.09,0,0,0.01,0.1,44,25,480,76,"8Monkey Labs","M"
"5464","Skylanders Imaginators","XOne","2016","Platform","Activision",0.05,0.04,0,0.01,0.1,78,14,600,8,"Toys for Bob","E10+"
"5465","Minority Report: Everybody Runs","XB","2002","Action","Activision",0.07,0.02,0,0,0.1,54,18,500,4,"Treyarch","T"
"5466","NASCAR","PSP","2006","Racing","Electronic Arts",0.09,0,0,0.01,0.1,66,13,530,6,"Exient Entertainment","E"
"5467","One Piece: Burning Blood","PSV","2016","Fighting","Namco Bandai Games",0,0.02,0.07,0,0.1,62,4,780,10,"Spike Chunsoft","T"
"5468","Rio","X360","2011","Misc","THQ",0.05,0.03,0,0.01,0.09,60,16,700,7,"Eurocom Entertainment Software","E10+"
"5469","Playboy: The Mansion","XB","2005","Simulation","Ubisoft",0.07,0.02,0,0,0.09,61,43,410,9,"Cyberlore Studios","M"
"5470","Disney's Aladdin in Nasira's Revenge","PS","2000","Action","Sony Computer Entertainment",0.05,0.04,0,0.01,0.09,61,11,830,7,"Argonaut Games","E"
"5471","Barnyard","PS2","2006","Action","THQ",0.05,0.04,0,0.01,0.09,62,13,870,10,"Blue Tongue Entertainment","E10+"
"5472","Ultimate Marvel vs. Capcom 3","PS3","2011","Fighting","Capcom",0,0.04,0.04,0.01,0.09,80,36,620,114,"Capcom","T"
"5473","MindJack","X360","2011","Shooter","Square Enix",0.07,0.02,0,0.01,0.09,43,42,120,116,"FeelPlus","M"
"5474","Pac-Man World 3","GC","2005","Platform","Namco Bandai Games",0.07,0.02,0,0,0.09,66,17,730,10,"Blitz Games","E"
"5475","Glory Days 2","DS","2007","Strategy","Ghostlight",0.08,0,0,0.01,0.09,73,28,730,6,"odenis studio","E10+"
"5476","Brain Age: Concentration Training","3DS","2012","Puzzle","Nintendo",0.09,0,0,0.01,0.09,71,11,790,17,"Nintendo","E"
"5477","Crash 'N' Burn","XB","2004","Racing","Eidos Interactive",0.07,0.02,0,0,0.09,65,25,640,7,"Climax Group","T"
"5478","Pac-Man and the Ghostly Adventures 2","PS3","2014","Adventure","Namco Bandai Games",0.05,0.03,0,0.02,0.09,59,11,630,4,"Vicious Cycle","E10+"
"5479","Hakuoki: Demon of the Fleeting Blossom","PSP","2009","Adventure","Idea Factory",0.08,0,0,0.01,0.09,79,4,830,30,"Idea Factory","M"
"5480","Speed Kings","PS2","2003","Racing","Acclaim Entertainment",0.05,0.04,0,0.01,0.09,61,13,780,6,"Climax Group","E"
"5481","Dungeons","PC","2011","Strategy","Kalypso Media",0.07,0.02,0,0.01,0.09,65,35,460,106,"Realmforge Studios","M"
"5482","Little League World Series Baseball 2008","Wii","2008","Sports","Activision",0.09,0,0,0.01,0.09,70,8,800,6,"Now Production","E"
"5483","Winter Stars","X360","2011","Sports","Deep Silver",0.05,0.03,0,0.01,0.09,46,9,650,4,"49Games","E"
"5484","Bladestorm: The Hundred Years' War","X360","2007","Action","Tecmo Koei",0.08,0.01,0,0.01,0.09,63,26,680,16,"Omega Force","T"
"5485","Burnout Paradise: The Ultimate Box","PC","2009","Racing","Electronic Arts",0,0.08,0,0.01,0.09,87,26,750,435,"Criterion Games","E10+"
"5486","Forever Kingdom","PS2","2001","Role-Playing","From Software",0.02,0.02,0.04,0.01,0.09,64,13,780,6,"From Software","T"
"5487","Altered Beast: Guardian of the Realms","GBA","2002","Action","THQ",0.07,0.02,0,0,0.09,63,13,480,4,"3d6 Games","T"
"5488","The Legend of Heroes: A Tear of Vermillion","PSP","2005","Role-Playing","Namco Bandai Games",0.08,0,0,0.01,0.09,68,24,770,26,"Microvision","T"
"5489","Raven Squad: Operation Hidden Dagger","X360","2009","Shooter","Evolved Games",0.08,0.01,0,0.01,0.09,38,22,350,37,"Atomic Motion","T"
"5490","Age of Empires II: The Age of Kings","PC","1999","Strategy","Microsoft Game Studios",0.01,0.08,0,0.01,0.09,92,21,900,801,"Ensemble Studios","T"
"5491","Family Party: 30 Great Games","Wii","2008","Misc","D3Publisher",0.08,0.01,0,0.01,0.09,42,10,100,7,"Tamsoft","E10+"
"5492","Shining Tears","PS2","2004","Role-Playing","Sega",0.05,0.04,0,0.01,0.09,61,14,650,11,"Nex Entertainment","T"
"5493","MotoGP","XB","2002","Racing","THQ",0.07,0.02,0,0,0.09,84,18,840,16,"Climax Group","E"
"5494","Scaler","PS2","2004","Platform","Take-Two Interactive",0.05,0.04,0,0.01,0.09,70,20,860,18,"Artificial Mind and Movement","E"
"5495","Halo 2","PC","2007","Shooter","Microsoft Game Studios",0.01,0.06,0,0.02,0.09,72,32,560,216,"Microsoft Game Studios","M"
"5496","Gradius V","PS2","2004","Shooter","Konami Digital Entertainment",0.05,0.04,0,0.01,0.09,82,46,850,13,"Treasure","T"
"5497","Medal of Honor: Vanguard","Wii","2007","Shooter","Electronic Arts",0.06,0.03,0,0.01,0.09,56,29,700,24,"BudCat","T"
"5498","Beaterator","PSP","2009","Misc","Take-Two Interactive",0.06,0.02,0,0.02,0.09,80,44,780,12,"Rockstar Leeds","E"
"5499","Arcania: Gothic 4","X360","2010","Role-Playing","JoWood Productions",0.04,0.04,0.01,0.01,0.09,64,21,520,52,"Spellbound","T"
"5500","Psychonauts","PS2","2005","Platform","Majesco Entertainment",0.05,0.04,0,0.01,0.09,86,33,870,61,"BudCat","T"
"5501","Code Lyoko: Quest for Infinity","Wii","2007","Action","Game Factory",0.07,0.01,0,0.01,0.09,58,15,850,8,"The Game Factory","E10+"
"5502","Digimon Rumble Arena 2","PS2","2004","Fighting","Atari",0.05,0.04,0,0.01,0.09,63,9,730,23,"Black Ship Games","T"
"5503","Teenage Mutant Ninja Turtles: Mutants in Manhattan","PS4","2016","Action","Activision",0.05,0.02,0,0.02,0.09,44,49,550,163,"PlatinumGames","T"
"5504","Ribbit King","PS2","2003","Sports","Atari",0.05,0.04,0,0.01,0.09,58,10,650,4,"Bandai","E"
"5505","Alien Hominid","GC","2004","Shooter","O3 Entertainment",0.07,0.02,0,0,0.09,78,28,850,15,"The Behemoth","T"
"5506","Rygar: The Battle of Argus","Wii","2008","Action","Rising Star Games",0.09,0,0,0.01,0.09,52,29,700,4,"Tecmo","T"
"5507","Ninja Gaiden Black","XB","2005","Action","Microsoft Game Studios",0.07,0.02,0,0,0.09,94,32,870,121,"Team Ninja","M"
"5508","Touch Detective","DS","2006","Adventure","505 Games",0.06,0.02,0,0.01,0.09,60,25,680,6,"BeeWorks","E10+"
"5509","Trivial Pursuit unhinged","XB","2004","Misc","Atari",0.07,0.02,0,0,0.09,58,10,800,4,"Artech Studios","T"
"5510","NCAA March Madness 08","PS3","2007","Sports","Electronic Arts",0.08,0,0,0.01,0.09,67,15,380,4,"EA Canada","E"
"5511","InuYasha: Secret of the Divine Jewel","DS","2007","Role-Playing","Namco Bandai Games",0.09,0,0,0.01,0.09,46,13,760,17,"Art","E10+"
"5512","Bloody Roar 4","PS2","2003","Fighting","Konami Digital Entertainment",0.05,0.04,0,0.01,0.09,59,25,860,43,"Eighting","M"
"5513","Atari Classics Evolved","PSP","2007","Misc","Atari",0.08,0,0,0.01,0.09,64,17,600,4,"Stainless Games","E"
"5514","I-Ninja","GC","2003","Platform","Namco Bandai Games",0.07,0.02,0,0,0.09,77,18,760,8,"Argonaut Games","T"
"5515","Steins;Gate 0","PSV","2015","Adventure","PQube",0,0.03,0.05,0.01,0.09,86,7,930,20,"5pb","M"
"5516","Football Manager 2017","PC","2016","Simulation","Sega",0,0.09,0,0.01,0.09,81,41,430,57,"Sports Interactive","E"
"5517","Wild ARMs: Alter Code F","PS2","2003","Role-Playing","Sony Computer Entertainment",0.05,0.04,0,0.01,0.09,73,25,830,26,"Media Vision","T"
"5518","Army Corps of Hell","PSV","2011","Action","Square Enix",0.04,0.04,0,0.02,0.09,57,43,660,28,"Entersphere, Inc.","M"
"5519","Shrek SuperSlam","XB","2005","Action","Activision",0.07,0.02,0,0,0.09,71,20,930,4,"Shaba Games","E10+"
"5520","Ultimate Mortal Kombat","DS","2007","Fighting","Midway Games",0.07,0.01,0,0.01,0.09,73,26,860,22,"Other Ocean Interactive","M"
"5521","Total Overdose: A Gunslinger's Tale in Mexico","PS2","2005","Shooter","Eidos Interactive",0.04,0.04,0,0.01,0.09,71,36,900,25,"Deadline Games","M"
"5522","Metal Slug X","PS","2001","Shooter","Virgin Interactive",0.05,0.03,0,0.01,0.09,85,9,880,31,"ProSoft","T"
"5523","Romance of the Three Kingdoms X","PS2","2005","Strategy","Tecmo Koei",0.04,0.03,0,0.01,0.09,71,13,850,10,"Koei","T"
"5524","Prinny: Can I Really Be the Hero?","PSP","2008","Platform","Tecmo Koei",0.03,0,0.05,0.01,0.09,72,45,700,41,"Nippon Ichi Software","T"
"5525","GripShift","PSP","2005","Racing","Ubisoft",0.08,0,0,0.01,0.09,70,37,870,22,"Sidhe Interactive","E"
"5526","Fighting Fantasy: The Warlock of Firetop Mountain","DS","2009","Role-Playing","Aspyr",0.08,0,0,0.01,0.09,45,10,810,31,"Big Blue Bubble Inc.","T"
"5527","Beowulf: The Game","PSP","2007","Action","Ubisoft",0.08,0,0,0.01,0.09,44,4,540,7,"Virtuos","M"
"5528","Skies of Arcadia","DC","2000","Role-Playing","Sega",0,0,0.09,0,0.09,93,21,940,98,"Overworks","T"
"5529","NASCAR: Dirt to Daytona","GC","2002","Racing","Infogrames",0.07,0.02,0,0,0.09,85,8,730,7,"Monster Games Inc.","E"
"5530","Road Trip","PS2","2002","Racing","Play It",0.04,0.03,0,0.01,0.09,80,4,900,41,"Takara","E"
"5531","Jimmie Johnson's Anything With an Engine","X360","2011","Racing","Konami Digital Entertainment",0.08,0,0,0.01,0.09,65,5,880,8,"Isopod Labs","E10+"
"5532","echochrome","PSP","2008","Puzzle","Sony Computer Entertainment",0,0.01,0.08,0,0.09,79,28,770,13,"SCE/WWS, SCE Japan Studio","E"
"5533","Project Eden","PS2","2001","Action","Eidos Interactive",0.04,0.03,0,0.01,0.09,71,20,780,8,"Core Design Ltd.","T"
"5534","Riviera: The Promised Land","PSP","2006","Role-Playing","505 Games",0.07,0,0.02,0.01,0.09,68,11,770,17,"Sting","T"
"5535","Digimon All-Star Rumble","PS3","2014","Fighting","Namco Bandai Games",0.06,0.02,0,0.02,0.09,49,12,580,32,"Prope","E10+"
"5536","Driver: Renegade","3DS","2011","Racing","Ubisoft",0.05,0.04,0,0.01,0.09,48,13,500,20,"Ubisoft","M"
"5537","Yaiba: Ninja Gaiden Z","PS3","2014","Action","Tecmo Koei",0.05,0.03,0,0.02,0.09,43,46,450,84,"Spark Unlimited, comcept","M"
"5538","Castlevania: Lords of Shadow 2","X360","2014","Action","Konami Digital Entertainment",0.02,0.06,0,0.01,0.09,70,22,780,239,"Mercury Steam","M"
"5539","Ghosthunter","PS2","2003","Action","Sony Computer Entertainment",0.04,0.03,0,0.01,0.09,69,44,870,22,"SCE Studio Cambridge","T"
"5540","Shadow of Destiny","PSP","2009","Adventure","Konami Digital Entertainment",0.08,0,0,0.01,0.09,54,6,820,5,"Konami","T"
"5541","Mimana Iyar Chronicle","PSP","2009","Role-Playing","GungHo",0.07,0,0.01,0.01,0.09,45,6,580,8,"GungHo","T"
"5542","Michael Jackson: The Experience","PSV","2011","Misc","Ubisoft",0.04,0.03,0,0.02,0.09,57,27,580,19,"Ubisoft","E10+"
"5543","Def Jam Fight For NY: The Takeover","PSP","2006","Action","Electronic Arts",0.08,0,0,0.01,0.09,79,25,820,16,"Aki Corp.","M"
"5544","Tom Clancy's EndWar","DS","2008","Strategy","Ubisoft",0.08,0.01,0,0.01,0.09,69,11,580,4,"Funatics Software, Funatics","T"
"5545","JASF: Jane's Advanced Strike Fighters","X360","2011","Simulation","Deep Silver",0.06,0.02,0,0.01,0.09,45,5,450,8,"Trickstar Games","T"
"5546","Astro Boy: Omega Factor","GBA","2003","Action","THQ",0.06,0.02,0,0,0.09,85,37,860,18,"Hitmaker","E"
"5547","Disgaea Infinite","PSP","2010","Adventure","Nippon Ichi Software",0.07,0,0.01,0.01,0.09,64,15,440,40,"Nippon Ichi Software","T"
"5548","Phantom Brave: The Hermuda Triangle","PSP","2010","Role-Playing","Nippon Ichi Software",0.06,0,0.03,0.01,0.09,65,16,730,11,"Nippon Ichi Software","T"
"5549","Fullmetal Alchemist: Dual Sympathy","DS","2005","Role-Playing","Empire Interactive",0.05,0,0.04,0,0.09,58,15,730,12,"Natsume","T"
"5550","Lock's Quest","DS","2008","Strategy","THQ",0.08,0,0,0.01,0.09,80,32,870,27,"5TH Cell","E"
"5551","Rugby 2005","PS2","2005","Sports","Electronic Arts",0.04,0.03,0,0.01,0.09,71,15,860,19,"HB Studios Multimedia","E"
"5552","Pokemon Rumble World","3DS","2015","Action","Nintendo",0,0.01,0.08,0,0.09,58,16,640,69,"Ambrella, The Pokemon Company","E10+"
"5553","Spectral Force Genesis","DS","2008","Role-Playing","Nobilis",0.08,0,0.01,0.01,0.09,46,8,700,5,"Neverland, Idea Factory","T"
"5554","Last Rebellion","PS3","2010","Role-Playing","Nippon Ichi Software",0.06,0.01,0.01,0.01,0.09,44,30,460,34,"Hit Maker","T"
"5555","DriveClub VR","PS4","2016","Racing","Sony Computer Entertainment",0.03,0.05,0,0.01,0.09,67,34,740,110,"Evolution Studios","E"
"5556","Quantum Theory","X360","2010","Shooter","Tecmo Koei",0.06,0.02,0,0.01,0.09,37,39,360,31,"Tecmo","M"
"5557","Tornado Outbreak","PS3","2009","Action","Konami Digital Entertainment",0.08,0,0,0.01,0.09,69,15,760,8,"Loose Cannon Studios","E10+"
"5558","Justice League Heroes","DS","2006","Role-Playing","Eidos Interactive",0.08,0,0,0.01,0.09,43,9,570,7,"Sensory Sweep","E10+"
"5559","Space Invaders Extreme","PSP","2008","Shooter","Square Enix",0.06,0.01,0.01,0.01,0.09,84,29,680,13,"Taito Corporation","E"
"5560","Mystic Heroes","GC","2002","Action","Tecmo Koei",0.03,0.01,0.04,0,0.09,67,13,850,26,"Koei","T"
"5561","Zoids Assault","X360","2007","Strategy","Takara Tomy",0.08,0,0,0.01,0.09,46,17,730,7,"Takara Tomy","T"
"5562","Arslan: The Warriors of Legend","PS4","2015","Action","Tecmo Koei",0.03,0.01,0.04,0.01,0.09,69,43,660,23,"Omega Force","T"
"5563","Freestyle Metal X","PS2","2003","Racing","Midway Games",0.04,0.03,0,0.01,0.09,67,25,830,17,"Deibus Studios","T"
"5564","Dark Angel: Vampire Apocalypse","PS2","2001","Role-Playing","Metro 3D",0.04,0.03,0,0.01,0.09,53,9,560,5,"Metro3D","T"
"5565","Damnation","PS3","2009","Shooter","Codemasters",0.07,0.01,0,0.01,0.09,36,36,280,40,"Blue Omega","M"
"5566","Super Puzzle Fighter II","GBA","N/A","Puzzle","Capcom",0.06,0.02,0,0,0.09,83,22,950,4,"Atomic Planet Entertainment","E"
"5567","Supreme Commander","X360","2008","Strategy","505 Games",0.07,0.01,0,0.01,0.09,56,24,570,19,"Hellbent Games","E10+"
"5568","Transworld Snowboarding","XB","2002","Sports","Atari",0.07,0.02,0,0,0.09,74,14,920,14,"Housemarque","T"
"5569","World Soccer Winning Eleven 8 International","XB","2004","Sports","Konami Digital Entertainment",0.07,0.02,0,0,0.09,90,25,840,11,"KCET","E"
"5570","Sniper Elite","XB","2005","Shooter","Ubisoft",0.07,0.02,0,0,0.09,77,25,850,11,"Rebellion","M"
"5571","Mahjong Cub3D","3DS","2011","Puzzle","Sunsoft",0.07,0,0.02,0,0.09,67,11,530,4,"SunSoft","E"
"5572","Test Drive: Eve of Destruction","XB","2004","Racing","Atari",0.07,0.02,0,0,0.09,72,28,870,7,"Monster Games Inc.","T"
"5573","Blazblue: Continuum Shift Extend","PS3","2011","Fighting","PQube",0,0,0.09,0,0.09,73,6,750,27,"Arc System Works","T"
"5574","Crimson Sea","XB","2002","Action","Tecmo Koei",0.04,0.01,0.04,0,0.09,78,19,820,10,"Koei","T"
"5575","Red Bull BC One","DS","2008","Misc","Playlogic Game Factory",0.08,0,0,0.01,0.09,48,15,530,8,"Smack Down Productions","E"
"5576","The Weakest Link","PS","2001","Misc","Activision",0.05,0.03,0,0.01,0.09,63,7,720,6,"Activision, Traveller's Tales","E"
"5577","Viewtiful Joe: Red Hot Rumble","PSP","2006","Action","Capcom",0.08,0,0,0.01,0.09,63,24,630,6,"Clover Studio","T"
"5578","Wolfenstein: The Old Blood","PC","2015","Action","Bethesda Softworks",0,0.08,0,0,0.09,76,30,760,338,"MachineGames","M"
"5579","GRID Autosport","X360","2014","Racing","Codemasters",0.03,0.05,0,0.01,0.09,75,15,600,56,"Codemasters","E"
"5580","Ikaruga","GC","2003","Shooter","Atari",0.07,0.02,0,0,0.09,85,52,850,42,"Treasure","E"
"5581","The Suffering: Ties That Bind","XB","2005","Action","Midway Games",0.07,0.02,0,0,0.09,76,36,910,8,"Surreal Software","M"
"5582","Nobunaga's Ambition: Iron Triangle","PS2","2006","Strategy","Tecmo Koei",0.04,0.03,0,0.01,0.09,76,8,800,7,"Koei","E10+"
"5583","The Mummy: Tomb of the Dragon Emperor","Wii","2008","Action","Vivendi Games",0.08,0,0,0.01,0.09,39,7,640,5,"Eurocom Entertainment Software","T"
"5584","Knights in the Nightmare","PSP","2010","Role-Playing","Atlus",0.06,0,0.02,0.01,0.09,75,10,770,7,"Sting","T"
"5585","Terraria","3DS","2016","Action","505 Games",0,0.04,0.05,0,0.09,71,6,710,21,"Re-Logic","T"
"5586","Digimon World 4","GC","2005","Role-Playing","Namco Bandai Games",0.07,0.02,0,0,0.09,55,4,810,19,"Bandai","E"
"5587","Spectral Force 3","X360","2006","Role-Playing","Idea Factory",0.08,0,0,0.01,0.09,59,16,750,19,"Xpec","T"
"5588","Ty the Tasmanian Tiger 3: Night of the Quinkan","GC","2005","Action","Activision",0.07,0.02,0,0,0.09,68,11,800,9,"Krome Studios","E10+"
"5589","The Ant Bully","Wii","2006","Platform","Midway Games",0.08,0,0,0.01,0.09,45,12,140,5,"Artificial Mind and Movement","E10+"
"5590","Risen 3: Titan Lords","PC","2014","Role-Playing","Deep Silver",0,0.08,0,0,0.09,65,49,570,822,"Piranha Bytes","M"
"5591","Battle Fantasia","X360","2008","Fighting","505 Games",0.07,0,0.01,0.01,0.09,71,22,660,8,"Arc System Works","T"
"5592","Karaoke Revolution","XB","2004","Misc","Konami Digital Entertainment",0.06,0.02,0,0,0.09,80,13,850,4,"Secret Level","E"
"5593","Fire Pro Wrestling Returns","PS2","2005","Sports","505 Games",0.04,0.03,0,0.01,0.09,78,12,850,17,"S-Neo","T"
"5594","Obscure: The Aftermath","PSP","2009","Action","Playlogic Game Factory",0.05,0.03,0,0.01,0.09,66,25,820,20,"Hydravision","M"
"5595","Jimmy Neutron: Boy Genius","GC","2002","Platform","THQ",0.07,0.02,0,0,0.09,42,4,510,7,"Big Sky Software","E"
"5596","Henry Hatsworth in the Puzzling Adventure","DS","2009","Puzzle","Electronic Arts",0.08,0,0,0.01,0.09,82,46,800,38,"EA Tiburon","E"
"5597","Rollcage Stage II","PS","2000","Racing","Sony Computer Entertainment",0.05,0.03,0,0.01,0.09,85,7,890,16,"Attention To Detail","E"
"5598","Samurai Warriors 2: Xtreme Legends","PS2","2007","Action","Tecmo Koei",0.04,0.03,0,0.01,0.09,50,11,800,9,"Koei","T"
"5599","Spider-Man: Edge of Time","Wii","2011","Action","Activision",0.06,0.02,0,0.01,0.09,62,9,520,6,"Beenox","T"
"5600","Jumper: Griffin's Story","Wii","2008","Action","Eidos Interactive",0.08,0,0,0.01,0.09,28,5,250,11,"Collision Studios","T"
"5601","Forgotten Realms: Demon Stone","XB","2004","Action","Atari",0.06,0.02,0,0,0.09,72,17,650,6,"Stormfront Studios","T"
"5602","Rock Band 3","DS","2010","Misc","MTV Games",0.07,0.01,0,0.01,0.09,79,8,550,6,"Backbone Entertainment","E10+"
"5603","LEGO Star Wars II: The Original Trilogy","GBA","2006","Action","LucasArts",0.06,0.02,0,0,0.09,55,5,700,6,"Amaze Entertainment","E"
"5604","Tim Burton's The Nightmare Before Christmas: Oogie's Revenge","XB","2005","Adventure","Disney Interactive Studios",0.06,0.02,0,0,0.09,65,19,730,6,"Capcom","E10+"
"5605","Top Gear Rally","GBA","2003","Racing","Kemco",0.06,0.02,0,0,0.09,78,12,760,5,"Tantalus Interactive","E"
"5606","Red Faction: Armageddon","PC","2011","Shooter","THQ",0.05,0.02,0,0.01,0.09,75,29,670,273,"Volition Inc.","M"
"5607","BIT.TRIP COMPLETE","Wii","2011","Misc","Rising Star Games",0.06,0.02,0,0.01,0.09,84,19,870,18,"Gaijin Games","E"
"5608","Rugby 15","XOne","2015","Sports","Bigben Interactive",0.03,0.05,0,0.01,0.09,20,4,310,30,"HB Studios Multimedia","E"
"5609","XIII","GC","2003","Shooter","Ubisoft",0.07,0.02,0,0,0.09,73,27,770,20,"Ubisoft Paris","M"
"5610","Data East Arcade Classics","Wii","2010","Misc","Majesco Entertainment",0.08,0,0,0.01,0.09,56,7,820,5,"G1M2","T"
